date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_TX
3/2/2013,11306,Saturday,1,3,2013,NA,NA,NA,NA,0
3/3/2013,11306,Sunday,2,3,2013,NA,NA,NA,NA,1
3/4/2013,11306,Monday,3,3,2013,NA,NA,NA,NA,0
3/5/2013,11306,Tuesday,4,3,2013,NA,NA,NA,NA,1
3/6/2013,11306,Wednesday,5,3,2013,NA,NA,NA,NA,1
3/7/2013,11306,Thursday,6,3,2013,NA,NA,NA,NA,1
3/8/2013,11306,Friday,7,3,2013,NA,NA,NA,NA,0
3/9/2013,11307,Saturday,1,3,2013,NA,NA,NA,NA,1
3/10/2013,11307,Sunday,2,3,2013,NA,NA,NA,NA,0
3/11/2013,11307,Monday,3,3,2013,NA,NA,NA,NA,1
3/12/2013,11307,Tuesday,4,3,2013,NA,NA,NA,NA,1
3/13/2013,11307,Wednesday,5,3,2013,NA,NA,NA,NA,1
3/14/2013,11307,Thursday,6,3,2013,NA,NA,NA,NA,0
3/15/2013,11307,Friday,7,3,2013,NA,NA,NA,NA,1
3/16/2013,11308,Saturday,1,3,2013,NA,NA,NA,NA,0
3/17/2013,11308,Sunday,2,3,2013,StPatricksDay,Cultural,NA,NA,0
3/18/2013,11308,Monday,3,3,2013,NA,NA,NA,NA,0
3/19/2013,11308,Tuesday,4,3,2013,NA,NA,NA,NA,0
3/20/2013,11308,Wednesday,5,3,2013,NA,NA,NA,NA,0
3/21/2013,11308,Thursday,6,3,2013,NA,NA,NA,NA,0
3/22/2013,11308,Friday,7,3,2013,NA,NA,NA,NA,0
3/23/2013,11309,Saturday,1,3,2013,NA,NA,NA,NA,0
3/24/2013,11309,Sunday,2,3,2013,NA,NA,NA,NA,0
3/25/2013,11309,Monday,3,3,2013,NA,NA,NA,NA,0
3/26/2013,11309,Tuesday,4,3,2013,NA,NA,NA,NA,0
3/27/2013,11309,Wednesday,5,3,2013,NA,NA,NA,NA,0
3/28/2013,11309,Thursday,6,3,2013,NA,NA,NA,NA,0
3/29/2013,11309,Friday,7,3,2013,NA,NA,NA,NA,0
3/30/2013,11310,Saturday,1,3,2013,NA,NA,NA,NA,0
3/31/2013,11310,Sunday,2,3,2013,Easter,Cultural,NA,NA,0
4/1/2013,11310,Monday,3,4,2013,NA,NA,NA,NA,1
4/2/2013,11310,Tuesday,4,4,2013,Pesach End,Religious,NA,NA,0
4/3/2013,11310,Wednesday,5,4,2013,NA,NA,NA,NA,1
4/4/2013,11310,Thursday,6,4,2013,NA,NA,NA,NA,0
4/5/2013,11310,Friday,7,4,2013,NA,NA,NA,NA,1
4/6/2013,11311,Saturday,1,4,2013,NA,NA,NA,NA,1
4/7/2013,11311,Sunday,2,4,2013,NA,NA,NA,NA,1
4/8/2013,11311,Monday,3,4,2013,NA,NA,NA,NA,0
4/9/2013,11311,Tuesday,4,4,2013,NA,NA,NA,NA,1
4/10/2013,11311,Wednesday,5,4,2013,NA,NA,NA,NA,0
4/11/2013,11311,Thursday,6,4,2013,NA,NA,NA,NA,1
4/12/2013,11311,Friday,7,4,2013,NA,NA,NA,NA,1
4/13/2013,11312,Saturday,1,4,2013,NA,NA,NA,NA,1
4/14/2013,11312,Sunday,2,4,2013,NA,NA,NA,NA,0
4/15/2013,11312,Monday,3,4,2013,NA,NA,NA,NA,1
4/16/2013,11312,Tuesday,4,4,2013,NA,NA,NA,NA,0
4/17/2013,11312,Wednesday,5,4,2013,NA,NA,NA,NA,0
4/18/2013,11312,Thursday,6,4,2013,NA,NA,NA,NA,0
4/19/2013,11312,Friday,7,4,2013,NA,NA,NA,NA,0
4/20/2013,11313,Saturday,1,4,2013,NA,NA,NA,NA,0
4/21/2013,11313,Sunday,2,4,2013,NA,NA,NA,NA,0
4/22/2013,11313,Monday,3,4,2013,NA,NA,NA,NA,0
4/23/2013,11313,Tuesday,4,4,2013,NA,NA,NA,NA,0
4/24/2013,11313,Wednesday,5,4,2013,NA,NA,NA,NA,0
4/25/2013,11313,Thursday,6,4,2013,NA,NA,NA,NA,0
4/26/2013,11313,Friday,7,4,2013,NA,NA,NA,NA,0
4/27/2013,11314,Saturday,1,4,2013,NA,NA,NA,NA,0
4/28/2013,11314,Sunday,2,4,2013,NA,NA,NA,NA,0
4/29/2013,11314,Monday,3,4,2013,NA,NA,NA,NA,0
4/30/2013,11314,Tuesday,4,4,2013,NA,NA,NA,NA,0
5/1/2013,11314,Wednesday,5,5,2013,NA,NA,NA,NA,1
5/2/2013,11314,Thursday,6,5,2013,NA,NA,NA,NA,0
5/3/2013,11314,Friday,7,5,2013,NA,NA,NA,NA,1
5/4/2013,11315,Saturday,1,5,2013,NA,NA,NA,NA,0
5/5/2013,11315,Sunday,2,5,2013,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1
5/6/2013,11315,Monday,3,5,2013,NA,NA,NA,NA,1
5/7/2013,11315,Tuesday,4,5,2013,NA,NA,NA,NA,1
5/8/2013,11315,Wednesday,5,5,2013,NA,NA,NA,NA,0
5/9/2013,11315,Thursday,6,5,2013,NA,NA,NA,NA,1
5/10/2013,11315,Friday,7,5,2013,NA,NA,NA,NA,0
5/11/2013,11316,Saturday,1,5,2013,NA,NA,NA,NA,1
5/12/2013,11316,Sunday,2,5,2013,Mother's day,Cultural,NA,NA,1
5/13/2013,11316,Monday,3,5,2013,NA,NA,NA,NA,1
5/14/2013,11316,Tuesday,4,5,2013,NA,NA,NA,NA,0
5/15/2013,11316,Wednesday,5,5,2013,NA,NA,NA,NA,1
5/16/2013,11316,Thursday,6,5,2013,NA,NA,NA,NA,0
5/17/2013,11316,Friday,7,5,2013,NA,NA,NA,NA,0
5/18/2013,11317,Saturday,1,5,2013,NA,NA,NA,NA,0
5/19/2013,11317,Sunday,2,5,2013,NA,NA,NA,NA,0
5/20/2013,11317,Monday,3,5,2013,NA,NA,NA,NA,0
5/21/2013,11317,Tuesday,4,5,2013,NA,NA,NA,NA,0
5/22/2013,11317,Wednesday,5,5,2013,NA,NA,NA,NA,0
5/23/2013,11317,Thursday,6,5,2013,NA,NA,NA,NA,0
5/24/2013,11317,Friday,7,5,2013,NA,NA,NA,NA,0
5/25/2013,11318,Saturday,1,5,2013,NA,NA,NA,NA,0
5/26/2013,11318,Sunday,2,5,2013,NA,NA,NA,NA,0
5/27/2013,11318,Monday,3,5,2013,MemorialDay,National,NA,NA,0
5/28/2013,11318,Tuesday,4,5,2013,NA,NA,NA,NA,0
5/29/2013,11318,Wednesday,5,5,2013,NA,NA,NA,NA,0
5/30/2013,11318,Thursday,6,5,2013,NA,NA,NA,NA,0
5/31/2013,11318,Friday,7,5,2013,NA,NA,NA,NA,0
6/1/2013,11319,Saturday,1,6,2013,NA,NA,NA,NA,1
6/2/2013,11319,Sunday,2,6,2013,NA,NA,NA,NA,0
6/3/2013,11319,Monday,3,6,2013,NA,NA,NA,NA,1
6/4/2013,11319,Tuesday,4,6,2013,NA,NA,NA,NA,0
6/5/2013,11319,Wednesday,5,6,2013,NA,NA,NA,NA,1
6/6/2013,11319,Thursday,6,6,2013,NBAFinalsStart,Sporting,NA,NA,1
6/7/2013,11319,Friday,7,6,2013,NA,NA,NA,NA,1
6/8/2013,11320,Saturday,1,6,2013,NA,NA,NA,NA,0
6/9/2013,11320,Sunday,2,6,2013,NA,NA,NA,NA,1
6/10/2013,11320,Monday,3,6,2013,NA,NA,NA,NA,0
6/11/2013,11320,Tuesday,4,6,2013,NA,NA,NA,NA,1
6/12/2013,11320,Wednesday,5,6,2013,NA,NA,NA,NA,1
6/13/2013,11320,Thursday,6,6,2013,NA,NA,NA,NA,1
6/14/2013,11320,Friday,7,6,2013,NA,NA,NA,NA,0
6/15/2013,11321,Saturday,1,6,2013,NA,NA,NA,NA,1
6/16/2013,11321,Sunday,2,6,2013,Father's day,Cultural,NA,NA,0
6/17/2013,11321,Monday,3,6,2013,NA,NA,NA,NA,0
6/18/2013,11321,Tuesday,4,6,2013,NA,NA,NA,NA,0
6/19/2013,11321,Wednesday,5,6,2013,NA,NA,NA,NA,0
6/20/2013,11321,Thursday,6,6,2013,NBAFinalsEnd,Sporting,NA,NA,0
6/21/2013,11321,Friday,7,6,2013,NA,NA,NA,NA,0
6/22/2013,11322,Saturday,1,6,2013,NA,NA,NA,NA,0
6/23/2013,11322,Sunday,2,6,2013,NA,NA,NA,NA,0
6/24/2013,11322,Monday,3,6,2013,NA,NA,NA,NA,0
6/25/2013,11322,Tuesday,4,6,2013,NA,NA,NA,NA,0
6/26/2013,11322,Wednesday,5,6,2013,NA,NA,NA,NA,0
6/27/2013,11322,Thursday,6,6,2013,NA,NA,NA,NA,0
6/28/2013,11322,Friday,7,6,2013,NA,NA,NA,NA,0
6/29/2013,11323,Saturday,1,6,2013,NA,NA,NA,NA,0
6/30/2013,11323,Sunday,2,6,2013,NA,NA,NA,NA,0
7/1/2013,11323,Monday,3,7,2013,NA,NA,NA,NA,1
7/2/2013,11323,Tuesday,4,7,2013,NA,NA,NA,NA,0
7/3/2013,11323,Wednesday,5,7,2013,NA,NA,NA,NA,1
7/4/2013,11323,Thursday,6,7,2013,IndependenceDay,National,NA,NA,0
7/5/2013,11323,Friday,7,7,2013,NA,NA,NA,NA,1
7/6/2013,11324,Saturday,1,7,2013,NA,NA,NA,NA,1
7/7/2013,11324,Sunday,2,7,2013,NA,NA,NA,NA,1
7/8/2013,11324,Monday,3,7,2013,NA,NA,NA,NA,0
7/9/2013,11324,Tuesday,4,7,2013,Ramadan starts,Religious,NA,NA,1
7/10/2013,11324,Wednesday,5,7,2013,NA,NA,NA,NA,0
7/11/2013,11324,Thursday,6,7,2013,NA,NA,NA,NA,1
7/12/2013,11324,Friday,7,7,2013,NA,NA,NA,NA,1
7/13/2013,11325,Saturday,1,7,2013,NA,NA,NA,NA,1
7/14/2013,11325,Sunday,2,7,2013,NA,NA,NA,NA,0
7/15/2013,11325,Monday,3,7,2013,NA,NA,NA,NA,1
7/16/2013,11325,Tuesday,4,7,2013,NA,NA,NA,NA,0
7/17/2013,11325,Wednesday,5,7,2013,NA,NA,NA,NA,0
7/18/2013,11325,Thursday,6,7,2013,NA,NA,NA,NA,0
7/19/2013,11325,Friday,7,7,2013,NA,NA,NA,NA,0
7/20/2013,11326,Saturday,1,7,2013,NA,NA,NA,NA,0
7/21/2013,11326,Sunday,2,7,2013,NA,NA,NA,NA,0
7/22/2013,11326,Monday,3,7,2013,NA,NA,NA,NA,0
7/23/2013,11326,Tuesday,4,7,2013,NA,NA,NA,NA,0
7/24/2013,11326,Wednesday,5,7,2013,NA,NA,NA,NA,0
7/25/2013,11326,Thursday,6,7,2013,NA,NA,NA,NA,0
7/26/2013,11326,Friday,7,7,2013,NA,NA,NA,NA,0
7/27/2013,11327,Saturday,1,7,2013,NA,NA,NA,NA,0
7/28/2013,11327,Sunday,2,7,2013,NA,NA,NA,NA,0
7/29/2013,11327,Monday,3,7,2013,NA,NA,NA,NA,0
7/30/2013,11327,Tuesday,4,7,2013,NA,NA,NA,NA,0
7/31/2013,11327,Wednesday,5,7,2013,NA,NA,NA,NA,0
8/1/2013,11327,Thursday,6,8,2013,NA,NA,NA,NA,1
8/2/2013,11327,Friday,7,8,2013,NA,NA,NA,NA,0
8/3/2013,11328,Saturday,1,8,2013,NA,NA,NA,NA,1
8/4/2013,11328,Sunday,2,8,2013,NA,NA,NA,NA,0
8/5/2013,11328,Monday,3,8,2013,NA,NA,NA,NA,1
8/6/2013,11328,Tuesday,4,8,2013,NA,NA,NA,NA,1
8/7/2013,11328,Wednesday,5,8,2013,NA,NA,NA,NA,1
8/8/2013,11328,Thursday,6,8,2013,Eid al-Fitr,Religious,NA,NA,0
8/9/2013,11328,Friday,7,8,2013,NA,NA,NA,NA,1
8/10/2013,11329,Saturday,1,8,2013,NA,NA,NA,NA,0
8/11/2013,11329,Sunday,2,8,2013,NA,NA,NA,NA,1
8/12/2013,11329,Monday,3,8,2013,NA,NA,NA,NA,1
8/13/2013,11329,Tuesday,4,8,2013,NA,NA,NA,NA,1
8/14/2013,11329,Wednesday,5,8,2013,NA,NA,NA,NA,0
8/15/2013,11329,Thursday,6,8,2013,NA,NA,NA,NA,1
8/16/2013,11329,Friday,7,8,2013,NA,NA,NA,NA,0
8/17/2013,11330,Saturday,1,8,2013,NA,NA,NA,NA,0
8/18/2013,11330,Sunday,2,8,2013,NA,NA,NA,NA,0
8/19/2013,11330,Monday,3,8,2013,NA,NA,NA,NA,0
8/20/2013,11330,Tuesday,4,8,2013,NA,NA,NA,NA,0
8/21/2013,11330,Wednesday,5,8,2013,NA,NA,NA,NA,0
8/22/2013,11330,Thursday,6,8,2013,NA,NA,NA,NA,0
8/23/2013,11330,Friday,7,8,2013,NA,NA,NA,NA,0
8/24/2013,11331,Saturday,1,8,2013,NA,NA,NA,NA,0
8/25/2013,11331,Sunday,2,8,2013,NA,NA,NA,NA,0
8/26/2013,11331,Monday,3,8,2013,NA,NA,NA,NA,0
8/27/2013,11331,Tuesday,4,8,2013,NA,NA,NA,NA,0
8/28/2013,11331,Wednesday,5,8,2013,NA,NA,NA,NA,0
8/29/2013,11331,Thursday,6,8,2013,NA,NA,NA,NA,0
8/30/2013,11331,Friday,7,8,2013,NA,NA,NA,NA,0
8/31/2013,11332,Saturday,1,8,2013,NA,NA,NA,NA,0
9/1/2013,11332,Sunday,2,9,2013,NA,NA,NA,NA,1
9/2/2013,11332,Monday,3,9,2013,LaborDay,National,NA,NA,0
9/3/2013,11332,Tuesday,4,9,2013,NA,NA,NA,NA,1
9/4/2013,11332,Wednesday,5,9,2013,NA,NA,NA,NA,0
9/5/2013,11332,Thursday,6,9,2013,NA,NA,NA,NA,1
9/6/2013,11332,Friday,7,9,2013,NA,NA,NA,NA,1
9/7/2013,11333,Saturday,1,9,2013,NA,NA,NA,NA,1
9/8/2013,11333,Sunday,2,9,2013,NA,NA,NA,NA,0
9/9/2013,11333,Monday,3,9,2013,NA,NA,NA,NA,1
9/10/2013,11333,Tuesday,4,9,2013,NA,NA,NA,NA,0
9/11/2013,11333,Wednesday,5,9,2013,NA,NA,NA,NA,1
9/12/2013,11333,Thursday,6,9,2013,NA,NA,NA,NA,1
9/13/2013,11333,Friday,7,9,2013,NA,NA,NA,NA,1
9/14/2013,11334,Saturday,1,9,2013,NA,NA,NA,NA,0
9/15/2013,11334,Sunday,2,9,2013,NA,NA,NA,NA,1
9/16/2013,11334,Monday,3,9,2013,NA,NA,NA,NA,0
9/17/2013,11334,Tuesday,4,9,2013,NA,NA,NA,NA,0
9/18/2013,11334,Wednesday,5,9,2013,NA,NA,NA,NA,0
9/19/2013,11334,Thursday,6,9,2013,NA,NA,NA,NA,0
9/20/2013,11334,Friday,7,9,2013,NA,NA,NA,NA,0
9/21/2013,11335,Saturday,1,9,2013,NA,NA,NA,NA,0
9/22/2013,11335,Sunday,2,9,2013,NA,NA,NA,NA,0
9/23/2013,11335,Monday,3,9,2013,NA,NA,NA,NA,0
9/24/2013,11335,Tuesday,4,9,2013,NA,NA,NA,NA,0
9/25/2013,11335,Wednesday,5,9,2013,NA,NA,NA,NA,0
9/26/2013,11335,Thursday,6,9,2013,NA,NA,NA,NA,0
9/27/2013,11335,Friday,7,9,2013,NA,NA,NA,NA,0
9/28/2013,11336,Saturday,1,9,2013,NA,NA,NA,NA,0
9/29/2013,11336,Sunday,2,9,2013,NA,NA,NA,NA,0
9/30/2013,11336,Monday,3,9,2013,NA,NA,NA,NA,0
10/1/2013,11336,Tuesday,4,10,2013,NA,NA,NA,NA,1
10/2/2013,11336,Wednesday,5,10,2013,NA,NA,NA,NA,0
10/3/2013,11336,Thursday,6,10,2013,NA,NA,NA,NA,1
10/4/2013,11336,Friday,7,10,2013,NA,NA,NA,NA,0
10/5/2013,11337,Saturday,1,10,2013,NA,NA,NA,NA,1
10/6/2013,11337,Sunday,2,10,2013,NA,NA,NA,NA,1
10/7/2013,11337,Monday,3,10,2013,NA,NA,NA,NA,1
10/8/2013,11337,Tuesday,4,10,2013,NA,NA,NA,NA,0
10/9/2013,11337,Wednesday,5,10,2013,NA,NA,NA,NA,1
10/10/2013,11337,Thursday,6,10,2013,NA,NA,NA,NA,0
10/11/2013,11337,Friday,7,10,2013,NA,NA,NA,NA,1
10/12/2013,11338,Saturday,1,10,2013,NA,NA,NA,NA,1
10/13/2013,11338,Sunday,2,10,2013,NA,NA,NA,NA,1
10/14/2013,11338,Monday,3,10,2013,ColumbusDay,National,NA,NA,0
10/15/2013,11338,Tuesday,4,10,2013,EidAlAdha,Religious,NA,NA,1
10/16/2013,11338,Wednesday,5,10,2013,NA,NA,NA,NA,0
10/17/2013,11338,Thursday,6,10,2013,NA,NA,NA,NA,0
10/18/2013,11338,Friday,7,10,2013,NA,NA,NA,NA,0
10/19/2013,11339,Saturday,1,10,2013,NA,NA,NA,NA,0
10/20/2013,11339,Sunday,2,10,2013,NA,NA,NA,NA,0
10/21/2013,11339,Monday,3,10,2013,NA,NA,NA,NA,0
10/22/2013,11339,Tuesday,4,10,2013,NA,NA,NA,NA,0
10/23/2013,11339,Wednesday,5,10,2013,NA,NA,NA,NA,0
10/24/2013,11339,Thursday,6,10,2013,NA,NA,NA,NA,0
10/25/2013,11339,Friday,7,10,2013,NA,NA,NA,NA,0
10/26/2013,11340,Saturday,1,10,2013,NA,NA,NA,NA,0
10/27/2013,11340,Sunday,2,10,2013,NA,NA,NA,NA,0
10/28/2013,11340,Monday,3,10,2013,NA,NA,NA,NA,0
10/29/2013,11340,Tuesday,4,10,2013,NA,NA,NA,NA,0
10/30/2013,11340,Wednesday,5,10,2013,NA,NA,NA,NA,0
10/31/2013,11340,Thursday,6,10,2013,Halloween,Cultural,NA,NA,0
11/1/2013,11340,Friday,7,11,2013,NA,NA,NA,NA,1
11/2/2013,11341,Saturday,1,11,2013,NA,NA,NA,NA,0
11/3/2013,11341,Sunday,2,11,2013,NA,NA,NA,NA,1
11/4/2013,11341,Monday,3,11,2013,NA,NA,NA,NA,0
11/5/2013,11341,Tuesday,4,11,2013,NA,NA,NA,NA,1
11/6/2013,11341,Wednesday,5,11,2013,NA,NA,NA,NA,1
11/7/2013,11341,Thursday,6,11,2013,NA,NA,NA,NA,1
11/8/2013,11341,Friday,7,11,2013,NA,NA,NA,NA,0
11/9/2013,11342,Saturday,1,11,2013,NA,NA,NA,NA,1
11/10/2013,11342,Sunday,2,11,2013,NA,NA,NA,NA,0
11/11/2013,11342,Monday,3,11,2013,VeteransDay,National,NA,NA,1
11/12/2013,11342,Tuesday,4,11,2013,NA,NA,NA,NA,1
11/13/2013,11342,Wednesday,5,11,2013,NA,NA,NA,NA,1
11/14/2013,11342,Thursday,6,11,2013,NA,NA,NA,NA,0
11/15/2013,11342,Friday,7,11,2013,NA,NA,NA,NA,1
11/16/2013,11343,Saturday,1,11,2013,NA,NA,NA,NA,0
11/17/2013,11343,Sunday,2,11,2013,NA,NA,NA,NA,0
11/18/2013,11343,Monday,3,11,2013,NA,NA,NA,NA,0
11/19/2013,11343,Tuesday,4,11,2013,NA,NA,NA,NA,0
11/20/2013,11343,Wednesday,5,11,2013,NA,NA,NA,NA,0
11/21/2013,11343,Thursday,6,11,2013,NA,NA,NA,NA,0
11/22/2013,11343,Friday,7,11,2013,NA,NA,NA,NA,0
11/23/2013,11344,Saturday,1,11,2013,NA,NA,NA,NA,0
11/24/2013,11344,Sunday,2,11,2013,NA,NA,NA,NA,0
11/25/2013,11344,Monday,3,11,2013,NA,NA,NA,NA,0
11/26/2013,11344,Tuesday,4,11,2013,NA,NA,NA,NA,0
11/27/2013,11344,Wednesday,5,11,2013,NA,NA,NA,NA,0
11/28/2013,11344,Thursday,6,11,2013,Thanksgiving,National,NA,NA,0
11/29/2013,11344,Friday,7,11,2013,NA,NA,NA,NA,0
11/30/2013,11345,Saturday,1,11,2013,NA,NA,NA,NA,0
12/1/2013,11345,Sunday,2,12,2013,NA,NA,NA,NA,1
12/2/2013,11345,Monday,3,12,2013,NA,NA,NA,NA,0
12/3/2013,11345,Tuesday,4,12,2013,NA,NA,NA,NA,1
12/4/2013,11345,Wednesday,5,12,2013,NA,NA,NA,NA,0
12/5/2013,11345,Thursday,6,12,2013,Chanukah End,Religious,NA,NA,1
12/6/2013,11345,Friday,7,12,2013,NA,NA,NA,NA,1
12/7/2013,11346,Saturday,1,12,2013,NA,NA,NA,NA,1
12/8/2013,11346,Sunday,2,12,2013,NA,NA,NA,NA,0
12/9/2013,11346,Monday,3,12,2013,NA,NA,NA,NA,1
12/10/2013,11346,Tuesday,4,12,2013,NA,NA,NA,NA,0
12/11/2013,11346,Wednesday,5,12,2013,NA,NA,NA,NA,1
12/12/2013,11346,Thursday,6,12,2013,NA,NA,NA,NA,1
12/13/2013,11346,Friday,7,12,2013,NA,NA,NA,NA,1
12/14/2013,11347,Saturday,1,12,2013,NA,NA,NA,NA,0
12/15/2013,11347,Sunday,2,12,2013,NA,NA,NA,NA,1
12/16/2013,11347,Monday,3,12,2013,NA,NA,NA,NA,0
12/17/2013,11347,Tuesday,4,12,2013,NA,NA,NA,NA,0
12/18/2013,11347,Wednesday,5,12,2013,NA,NA,NA,NA,0
12/19/2013,11347,Thursday,6,12,2013,NA,NA,NA,NA,0
12/20/2013,11347,Friday,7,12,2013,NA,NA,NA,NA,0
12/21/2013,11348,Saturday,1,12,2013,NA,NA,NA,NA,0
12/22/2013,11348,Sunday,2,12,2013,NA,NA,NA,NA,0
12/23/2013,11348,Monday,3,12,2013,NA,NA,NA,NA,0
12/24/2013,11348,Tuesday,4,12,2013,NA,NA,NA,NA,0
12/25/2013,11348,Wednesday,5,12,2013,Christmas,National,NA,NA,0
12/26/2013,11348,Thursday,6,12,2013,NA,NA,NA,NA,0
12/27/2013,11348,Friday,7,12,2013,NA,NA,NA,NA,0
12/28/2013,11349,Saturday,1,12,2013,NA,NA,NA,NA,0
12/29/2013,11349,Sunday,2,12,2013,NA,NA,NA,NA,0
12/30/2013,11349,Monday,3,12,2013,NA,NA,NA,NA,0
12/31/2013,11349,Tuesday,4,12,2013,NA,NA,NA,NA,0
1/1/2014,11349,Wednesday,5,1,2014,NewYear,National,NA,NA,1
1/2/2014,11349,Thursday,6,1,2014,NA,NA,NA,NA,0
1/3/2014,11349,Friday,7,1,2014,NA,NA,NA,NA,1
1/4/2014,11350,Saturday,1,1,2014,NA,NA,NA,NA,0
1/5/2014,11350,Sunday,2,1,2014,NA,NA,NA,NA,1
1/6/2014,11350,Monday,3,1,2014,NA,NA,NA,NA,1
1/7/2014,11350,Tuesday,4,1,2014,OrthodoxChristmas,Religious,NA,NA,1
1/8/2014,11350,Wednesday,5,1,2014,NA,NA,NA,NA,0
1/9/2014,11350,Thursday,6,1,2014,NA,NA,NA,NA,1
1/10/2014,11350,Friday,7,1,2014,NA,NA,NA,NA,0
1/11/2014,11351,Saturday,1,1,2014,NA,NA,NA,NA,1
1/12/2014,11351,Sunday,2,1,2014,NA,NA,NA,NA,1
1/13/2014,11351,Monday,3,1,2014,NA,NA,NA,NA,1
1/14/2014,11351,Tuesday,4,1,2014,NA,NA,NA,NA,0
1/15/2014,11351,Wednesday,5,1,2014,NA,NA,NA,NA,1
1/16/2014,11351,Thursday,6,1,2014,NA,NA,NA,NA,0
1/17/2014,11351,Friday,7,1,2014,NA,NA,NA,NA,0
1/18/2014,11352,Saturday,1,1,2014,NA,NA,NA,NA,0
1/19/2014,11352,Sunday,2,1,2014,NA,NA,NA,NA,0
1/20/2014,11352,Monday,3,1,2014,MartinLutherKingDay,National,NA,NA,0
1/21/2014,11352,Tuesday,4,1,2014,NA,NA,NA,NA,0
1/22/2014,11352,Wednesday,5,1,2014,NA,NA,NA,NA,0
1/23/2014,11352,Thursday,6,1,2014,NA,NA,NA,NA,0
1/24/2014,11352,Friday,7,1,2014,NA,NA,NA,NA,0
1/25/2014,11353,Saturday,1,1,2014,NA,NA,NA,NA,0
1/26/2014,11353,Sunday,2,1,2014,NA,NA,NA,NA,0
1/27/2014,11353,Monday,3,1,2014,NA,NA,NA,NA,0
1/28/2014,11353,Tuesday,4,1,2014,NA,NA,NA,NA,0
1/29/2014,11353,Wednesday,5,1,2014,NA,NA,NA,NA,0
1/30/2014,11353,Thursday,6,1,2014,NA,NA,NA,NA,0
1/31/2014,11353,Friday,7,1,2014,NA,NA,NA,NA,0
2/1/2014,11401,Saturday,1,2,2014,NA,NA,NA,NA,1
2/2/2014,11401,Sunday,2,2,2014,SuperBowl,Sporting,NA,NA,0
2/3/2014,11401,Monday,3,2,2014,NA,NA,NA,NA,1
2/4/2014,11401,Tuesday,4,2,2014,NA,NA,NA,NA,0
2/5/2014,11401,Wednesday,5,2,2014,NA,NA,NA,NA,1
2/6/2014,11401,Thursday,6,2,2014,NA,NA,NA,NA,1
2/7/2014,11401,Friday,7,2,2014,NA,NA,NA,NA,1
2/8/2014,11402,Saturday,1,2,2014,NA,NA,NA,NA,0
2/9/2014,11402,Sunday,2,2,2014,NA,NA,NA,NA,1
2/10/2014,11402,Monday,3,2,2014,NA,NA,NA,NA,0
2/11/2014,11402,Tuesday,4,2,2014,NA,NA,NA,NA,1
2/12/2014,11402,Wednesday,5,2,2014,NA,NA,NA,NA,1
2/13/2014,11402,Thursday,6,2,2014,NA,NA,NA,NA,1
2/14/2014,11402,Friday,7,2,2014,ValentinesDay,Cultural,NA,NA,0
2/15/2014,11403,Saturday,1,2,2014,NA,NA,NA,NA,1
2/16/2014,11403,Sunday,2,2,2014,NA,NA,NA,NA,0
2/17/2014,11403,Monday,3,2,2014,PresidentsDay,National,NA,NA,0
2/18/2014,11403,Tuesday,4,2,2014,NA,NA,NA,NA,0
2/19/2014,11403,Wednesday,5,2,2014,NA,NA,NA,NA,0
2/20/2014,11403,Thursday,6,2,2014,NA,NA,NA,NA,0
2/21/2014,11403,Friday,7,2,2014,NA,NA,NA,NA,0
2/22/2014,11404,Saturday,1,2,2014,NA,NA,NA,NA,0
2/23/2014,11404,Sunday,2,2,2014,NA,NA,NA,NA,0
2/24/2014,11404,Monday,3,2,2014,NA,NA,NA,NA,0
2/25/2014,11404,Tuesday,4,2,2014,NA,NA,NA,NA,0
2/26/2014,11404,Wednesday,5,2,2014,NA,NA,NA,NA,0
2/27/2014,11404,Thursday,6,2,2014,NA,NA,NA,NA,0
2/28/2014,11404,Friday,7,2,2014,NA,NA,NA,NA,0
3/1/2014,11405,Saturday,1,3,2014,NA,NA,NA,NA,1
3/2/2014,11405,Sunday,2,3,2014,NA,NA,NA,NA,0
3/3/2014,11405,Monday,3,3,2014,NA,NA,NA,NA,1
3/4/2014,11405,Tuesday,4,3,2014,NA,NA,NA,NA,0
3/5/2014,11405,Wednesday,5,3,2014,LentStart,Religious,NA,NA,1
3/6/2014,11405,Thursday,6,3,2014,NA,NA,NA,NA,1
3/7/2014,11405,Friday,7,3,2014,NA,NA,NA,NA,1
3/8/2014,11406,Saturday,1,3,2014,NA,NA,NA,NA,0
3/9/2014,11406,Sunday,2,3,2014,NA,NA,NA,NA,1
3/10/2014,11406,Monday,3,3,2014,NA,NA,NA,NA,0
3/11/2014,11406,Tuesday,4,3,2014,NA,NA,NA,NA,1
3/12/2014,11406,Wednesday,5,3,2014,LentWeek2,Religious,NA,NA,1
3/13/2014,11406,Thursday,6,3,2014,NA,NA,NA,NA,1
3/14/2014,11406,Friday,7,3,2014,NA,NA,NA,NA,0
3/15/2014,11407,Saturday,1,3,2014,NA,NA,NA,NA,1
3/16/2014,11407,Sunday,2,3,2014,Purim End,Religious,NA,NA,0
3/17/2014,11407,Monday,3,3,2014,StPatricksDay,Cultural,NA,NA,0
3/18/2014,11407,Tuesday,4,3,2014,NA,NA,NA,NA,0
